date,frequency,equities_and_liabilities,total_equities,deposits_under_the_new_investment_fund,special_account,domestic_banks_deposits_others,residents_bank_negara_malaysia,residents_commercial_banks,residents_islamic_banks,residents_investment_banks,residents_other_banking_institutions,non_residents,investment_account_of_customers,investment_account_due_to_designated_financial_institutions,acceptances_payable,residents,bills_payable_non_residents,other_liabilities,bank_domestic_banks_total_equities_and_liabilities,bank_foreign_banks_total_equities,total_deposits_under_the_new_investment_fund,total_deposits_special_account,foreign_banks_deposits_others,amount_due_to_designated_financial_institutions_residents_bank_negara_malaysia,amount_due_to_designated_financial_institutions_residents_commercial_banks,amount_due_to_designated_financial_institutions_residents_islamic_banks,amount_due_to_designated_financial_institutions_residents_investment_banks,amount_due_to_designated_financial_institutions_residents_other_banking_institutions,amount_due_to_designated_financial_institutions_non_residents,total_investment_account_investment_account_of_customers,total_investment_account_investment_account_due_to_designated_financial_institutions,total_investment_account_acceptances_payable,bills_payable_residents,total_liabilities_bills_payable_non_residents,bills_payable_other_liabilities,bank_foreign_banks_total_equities_and_liabilities,rm_million_total_equities_and_liabilities
2020-03-01,Monthly,Bank Perdagangan/Commercial Banks,201785.285652,10333.342472,0.177982,1012998.1036419999,431.3,18148.472156,5737.754563,3632.711601,750.0,88849.276387,0.0,0.0,886.134718,1450.826321,0.39989,193648.4871000003,1538652.272484,57186.339249,2404.433798,0.0,355898.971977,28.813441,4153.925616,1692.300495,288.187363,22.033,39191.004136,0.0,0.0,126.52217,916.819239,40.848745,43858.95954799997,505809.158777,2044461.431261
2020-04-01,Monthly,Bank Perdagangan/Commercial Banks,206065.323853,10467.081778,0.117734,1017315.010383,253.572052,22495.766264,3821.532821,3437.468636,2153.027397,90464.473038,0.0,0.0,220.641197,1258.025232,0.109512,190050.2476329998,1548002.39753,58246.163343,2383.431134,0.0,355506.164626,15.234738,8959.625482,1492.430073,477.98446,103.379819,33805.291023,0.0,0.0,114.940194,845.805379,64.884663,41857.006865,503872.341799,2051874.739329
2020-05-01,Monthly,Bank Perdagangan/Commercial Banks,207915.567375,10660.654604,0.4851,1017621.9603919999,4.854613,19210.08895,4243.664128,3486.046336,1097.098795,81906.689103,0.0,0.0,489.031515,1465.793375,0.090052,185526.63866299993,1533628.663001,57979.487149,2341.33595,0.0,357202.057142,15.962253,7126.672938,1607.106246,463.992031,23.310723,31867.025029,0.0,0.0,134.820392,1156.571935,34.388062,37998.070866999995,497950.800717,2031579.4637179999
2020-06-01,Monthly,Bank Perdagangan/Commercial Banks,208878.703206,16168.244347000002,0.093753,1021016.655761,3.804985,16422.508034,5932.621244,3068.363291,673.0,74616.334207,0.0,0.0,662.543045,1384.268746,0.09785,178627.1014350001,1527454.339904,57408.244784,3101.800234,0.0,359984.246014,15.918277,7155.071977,1715.754316,188.63335,10.363249,34236.782188,0.0,0.0,96.67509,834.299794,19.400216,37156.45103000002,501923.640519,2029377.9804230002
2020-07-01,Monthly,Bank Perdagangan/Commercial Banks,212357.941798,16499.633977999998,0.094484,1028501.4074929999,0.0,20489.834195,6399.827171,3716.737199,618.009589,81938.220183,0.0,0.0,561.391041,1241.064118,0.115646,183957.78107099992,1556282.057966,58065.151867,3558.285699,0.0,361327.193136,15.408939,6621.880915,1528.060725,201.636127,53.702502,34102.814935,0.0,0.0,16.517324,975.183038,13.256442,39495.673595,505974.765244,2062256.82321
2020-08-01,Monthly,Bank Perdagangan/Commercial Banks,213270.66871,17029.799082999998,0.148307,1032398.55742,29.2075,20265.29569,9168.871131,2677.549333,1323.0,76950.778789,0.0,0.0,394.993041,1264.754289,0.368932,178530.15018000006,1553304.142405,58213.448973,3101.165561,0.0,359717.197645,19.720915,8663.136957,1836.245515,101.03928,70.582739,30972.005454,0.0,0.0,15.518251,1173.554854,12.937458,39704.32781400002,503600.881416,2056905.023821
2020-09-01,Monthly,Bank Perdagangan/Commercial Banks,212945.237767,17179.426557000003,0.038066,1033810.474228,166.22,17231.426721,6575.338858,2511.78364,1333.019178,71763.753896,0.0,0.0,490.870989,1450.038127,0.093753,180678.48770700002,1546136.209487,57916.499788,3037.5097299999998,0.0,363055.727985,18.283581,5464.360458,1463.306066,0.547579,63.114526,34158.70968,0.0,0.0,116.507217,913.6387,8.830012,38174.39913499998,504391.434457,2050527.643944
2020-10-01,Monthly,Bank Perdagangan/Commercial Banks,214087.558884,17717.382956999998,0.068261,1033958.5008239999,27.0335,17771.171635,4884.773182,3315.131909,315.0,76275.335802,0.0,0.0,225.393841,1592.542241,0.67429,173901.06252999997,1544071.629856,58312.831982,3118.9118280000002,0.0,357751.58910000004,20.122589,3843.429844,1543.346086,0.369964,23.76619,34093.055801,0.0,0.0,143.693469,1087.505702,14.389656,38940.30429799997,498893.316509,2042964.946365
2020-11-01,Monthly,Bank Perdagangan/Commercial Banks,212681.611925,17657.610527,0.379771,1025002.234063,0.0,20996.907918,5788.817551,3524.757047,189.0,70617.586361,0.0,0.0,479.604165,1519.537085,0.482456,176616.932778,1535075.461647,57967.543566,3391.142827,0.0,356630.712052,21.5887,5385.146595,1829.415514,184.437298,22.291545,34078.466639,0.0,0.0,151.116519,1068.021534,11.835796,36595.58989500002,497337.30848,2032412.7701269998
2020-12-01,Monthly,Bank Perdagangan/Commercial Banks,214347.905912,17525.898669,1.04077,1043572.3037269999,48.204,21372.660991,2201.451327,2449.624189,42.0,70158.332693,0.0,0.0,441.274903,1430.96391,0.903546,175087.1159379999,1548679.680575,58442.703535,3004.012175,0.0,355017.357013,15.631757,4586.781536,1429.754035,3.386389,20.264217,36268.573195,0.0,0.0,131.348699,904.004183,13.672842,38291.69917400001,498129.18875,2046808.8693249999
2021-01-01,Monthly,Bank Perdagangan/Commercial Banks,215350.071308,18224.090696,0.623842,1033989.2221219998,48.612,21439.245066,5850.614811,2986.48685,946.0,79292.173482,0.0,0.0,410.264476,1348.724857,0.048073,176495.70765700005,1556381.88524,58985.523229,3236.6397129999996,0.0,352763.76446700003,18.948449,5825.020837,1519.331929,226.563742,66.743514,38964.080311,0.0,0.0,204.780372,1447.047604,16.88852,37550.690113999975,500826.022801,2057207.908041
2021-02-01,Monthly,Bank Perdagangan/Commercial Banks,211725.981951,18109.49608,0.196538,1034860.20583,68.8415,21925.461045,8365.489086,2340.531914,1375.0,73942.60515,0.0,0.0,559.600943,1422.713627,0.010894,170151.63834300026,1544847.772901,59042.488882,3111.6137439999998,0.0,356929.105522,40.42295,7624.59676,1427.961074,306.966705,23.423545,37389.42342,0.0,0.0,143.624323,1180.196413,13.422127,39189.07373000005,506422.319195,2051270.092096
2021-03-01,Monthly,Bank Perdagangan/Commercial Banks,209099.345123,18225.961253999998,0.14955,1045328.391046,29.015,18361.920442,5020.008477,1847.118169,951.011986,82228.266335,0.0,0.0,203.552007,1697.421552,0.032154,170722.03552500013,1553714.22862,59516.915793,3150.478115,0.0,360630.740772,19.807267,5407.766092,1314.666506,273.050971,24.210612,36814.615144,0.0,0.0,150.531242,942.239649,7.269025,41072.36861399996,509324.659802,2063038.888422
2021-04-01,Monthly,Bank Perdagangan/Commercial Banks,211404.726456,18539.601219,0.147692,1035804.6857629999,82.125,17519.755742,5255.371003,2921.743884,1323.002384,95384.816201,0.0,0.0,330.617526,1488.889693,0.042713,168386.17240399995,1558441.69768,59563.371376,3223.5412559999995,0.0,361154.545729,16.952984,7883.30291,359.50791,317.586079,22.75,30862.514878,0.0,0.0,0.0,1302.51887,13.341114,38818.434464,503538.36757,2061980.06525
2021-05-01,Monthly,Bank Perdagangan/Commercial Banks,210428.2728,18524.355905,0.648666,1035935.1917180001,0.0,17990.718353,6774.13736,2853.513064,983.062285,84909.830996,0.0,0.0,370.686785,1613.930394,0.045819,169267.1980250002,1549651.59217,59501.979059,3201.032563,0.0,364309.902513,17.359449,8278.941806,17.41059,164.713129,23.686439,31105.884269,0.0,0.0,0.0,1386.903669,18.34544,37933.69236500007,505959.851291,2055611.443461
2021-06-01,Monthly,Bank Perdagangan/Commercial Banks,213569.71731,18677.223986999998,0.280093,1047188.922008,62.28,19722.658305,4508.420286,3380.477579,1554.08563,77828.736984,0.0,0.0,464.037956,1480.996973,0.075916,167406.93737100004,1555844.850398,59119.931527,3218.4634260000003,0.0,359712.026878,19.241763,6674.498044,1260.682753,515.198744,77.434641,33271.171682,0.0,0.0,0.0,1180.221356,8.595662,36447.71444200004,501505.180918,2057350.031316
2021-07-01,Monthly,Bank Perdagangan/Commercial Banks,215444.340023,18374.69586,0.120911,1051756.9840129998,0.0,21383.070622,4506.632628,2590.314823,1061.023011,72098.482556,0.0,0.0,524.141409,1311.973187,0.013988,174178.79082000008,1563230.583851,59143.588809,3192.6306429999995,0.0,365990.776518,17.454656,7513.648829,1597.538555,580.440703,16.529461,31787.292372,0.0,0.0,3.005467,1054.434056,8.656386,38762.316887000015,509668.313342,2072898.8971930002
2021-08-01,Monthly,Bank Perdagangan/Commercial Banks,212135.314256,19487.260237,0.103301,1057279.816529,0.0,15422.252201,6418.806878,2657.031982,1253.219452,69099.281783,0.0,0.0,337.652999,1287.238742,0.041829,179496.7680569999,1564874.788246,59238.514382,3079.8428940000003,0.0,366253.03004,20.519146,7008.421893,1570.579427,261.074866,64.190653,30079.777246,0.0,0.0,7.412558,1075.908337,11.44688,37791.522980999995,506462.241303,2071337.0295489999
2021-09-01,Monthly,Bank Perdagangan/Commercial Banks,214085.746693,19912.396018000003,0.038648,1078348.314606,0.0,21739.616072,3559.454232,1804.125741,871.0,72889.537046,0.0,0.0,188.485438,1562.804863,0.009686,174000.52136499988,1588962.050408,59197.513258,3453.644048,0.0,371947.030409,19.910083,7905.347127,1451.388309,721.213552,14.188663,32332.13354,0.0,0.0,13.858783,930.10106,5.466831,38825.480792999995,516817.276456,2105779.326864
2021-10-01,Monthly,Bank Perdagangan/Commercial Banks,214273.43906,20567.135976999998,0.14079,1073164.807297,0.0,17271.341639,5770.075372,2762.051361,537.88,72113.375115,0.0,0.0,120.567547,1409.575218,0.042837,168242.96235699995,1576233.39457,59364.082559,3514.9160650000003,0.0,365178.565838,23.74365,6920.311313,1471.954469,83.195764,20.166515,30741.147695,0.0,0.0,0.0,983.167876,13.736645,38774.90023099999,507089.88862,2083323.2831899999
2021-11-01,Monthly,Bank Perdagangan/Commercial Banks,216005.999813,20746.235245,0.143796,1091690.491657,0.0,19351.434663,4083.596044,2973.699692,365.0,73396.592199,0.0,0.0,49.416725,1414.810411,0.270362,168834.17177900005,1598911.862386,59733.424398,3358.6422110000003,0.0,372633.522542,17.670608,4859.40601,1555.371858,278.898068,21.530225,30386.698596,0.0,0.0,0.0,1101.738587,4.169616,38139.993879999995,512091.066599,2111002.928985
2021-12-01,Monthly,Bank Perdagangan/Commercial Banks,217904.860979,21660.857409,0.000678,1106667.872861,0.0,15949.578148,7889.742144,2261.144386,354.0,66854.065863,0.0,0.0,43.68915,1486.399543,0.013807,168044.92728600022,1609117.152254,59984.307893,3558.1309380000002,0.0,367803.07874200004,18.147466,5330.093945,1422.439183,469.898504,18.899742,30594.471434,0.0,0.0,0.0,945.676203,5.276651,34495.09047999995,504645.511181,2113762.663435
2022-01-01,Monthly,Bank Perdagangan/Commercial Banks,218113.304334,21393.517934,0.117854,1096493.414836,0.0,19179.49246,10229.19541,3458.296107,457.0,74295.116238,0.0,0.0,41.816465,1297.150466,0.015274,168250.7373150001,1613209.174693,59743.35571,3260.8998149999998,0.0,372103.48337,35.465639,6924.998293,1533.750792,313.702637,73.529092,35833.066854,0.0,0.0,0.0,1012.411132,11.530759,36318.07859000006,517164.272683,2130373.447376
2022-02-01,Monthly,Bank Perdagangan/Commercial Banks,216123.875806,21629.747631,0.902227,1099749.518088,0.0,21680.283012,8475.781703,3435.889049,570.523604,71959.976296,0.0,0.0,43.766574,1537.433331,0.269044,173446.996752,1618654.963117,60084.329822,3256.4505320000003,0.0,386620.413872,66.454735,5666.490108,789.198157,225.062082,72.83614,33177.36102,0.0,0.0,0.0,1401.187188,5.524808,36585.97430600004,527951.28277,2146606.245887
2022-03-01,Monthly,Bank Perdagangan/Commercial Banks,216177.773338,21790.948797999998,0.063513,1116387.7561030001,0.0,26141.530994,4402.653,2425.330658,436.0,82063.258546,0.0,0.0,46.666915,1429.934234,0.169859,167661.72525599969,1638963.811214,60430.814892,3177.109108,0.0,376424.495839,55.444071,6453.912723,1731.093054,532.557332,19.883043,36026.926635,0.0,0.0,4.54554,609.113484,7.706167,37924.20531800005,523397.807206,2162361.61842
2022-04-01,Monthly,Bank Perdagangan/Commercial Banks,215423.088734,21623.815459,0.070709,1109467.270701,174.1,23931.131273,10756.527202,2282.713913,1946.0,86114.298684,0.0,0.0,70.980204,1467.795384,0.18446,178680.99302799994,1651938.969751,59644.638932,3238.455721,0.0,377249.60750000004,54.760352,7401.088539,1486.930622,226.461479,42.887797,40090.282813,0.0,0.0,9.453322,843.699559,12.487441,46552.3685629999,536853.12264,2188792.092391
2022-05-01,Monthly,Bank Perdagangan/Commercial Banks,217691.481955,21698.213096999996,0.230811,1112379.664438,175.24,19283.303316,11264.232303,2748.199407,397.0,82510.860166,0.0,0.0,52.548821,1634.727775,0.019419,173016.38058299993,1642852.102091,60218.362149,3301.3280480000003,0.0,383961.184433,17.579373,5477.699105,1538.357173,658.560929,46.783854,39248.755073,0.0,0.0,0.0,965.818397,7.323999,44705.27130999998,540147.023843,2182999.125934
2022-06-01,Monthly,Bank Perdagangan/Commercial Banks,218182.474706,22421.637326,0.209198,1112430.729037,0.0,23582.102334,10170.414994,2425.011924,352.0,91185.007028,0.0,0.0,51.647936,1594.480117,0.017559,175492.1159110001,1657887.84807,59459.113922,3337.4471679999997,0.0,388043.169463,22.334145,8579.757221,1742.366419,90.321611,39.959931,37222.721654,0.0,0.0,0.0,1063.795219,9.193788,44789.98399199996,544400.164533,2202288.012603
2022-07-01,Monthly,Bank Perdagangan/Commercial Banks,220793.524425,22517.876001,0.527591,1110039.7153699999,21.397614,24255.225189,4568.820099,2225.272265,482.0,82046.196445,0.0,0.0,57.175109,1529.253633,0.111006,177114.9084100002,1645652.003157,60107.101095,3412.9700550000002,0.0,384545.10082500003,18.477059,5065.469813,123.032433,117.958239,36.611992,38756.171165,0.0,0.0,0.0,1270.236843,8.881116,44970.50767399994,538432.518309,2184084.521466
2022-08-01,Monthly,Bank Perdagangan/Commercial Banks,218011.035749,22468.952987,0.019084,1114349.20813,74.022604,20406.837983,6259.003823,2548.743462,575.0,81981.793885,0.0,0.0,58.330184,1571.646121,0.0181,188843.233507,1657147.845619,60792.175621,3270.8752160000004,0.0,392711.645469,17.387939,7929.735818,433.720197,45.517406,34.895087,34986.0444,0.0,0.0,0.0,981.274762,12.531667,46728.39002500006,547944.193607,2205092.039226
2022-09-01,Monthly,Bank Perdagangan/Commercial Banks,216857.848806,22550.005725,0.122303,1118552.946812,0.0,27008.925837,5575.999277,2904.995017,806.0,84445.141269,0.0,0.0,55.117484,1478.025015,0.019674,204524.52493299998,1684759.672152,60801.957261,3359.826285,0.0,412524.06847399997,29.280848,2997.682645,372.66484,86.700802,41.631,44763.748773,0.0,0.0,0.0,1082.390164,6.821812,53651.655191000005,579718.428095,2264478.100247
2022-10-01,Monthly,Bank Perdagangan/Commercial Banks,219275.008565,22174.942628,0.819317,1124389.611878,0.0,29518.338229,8417.774079,2071.219139,128.0,78036.770181,0.0,0.0,43.991091,1546.521186,0.015891,205510.73692800011,1691113.749112,60894.910379,3489.673223,0.0,406692.866146,18.145916,3447.903758,329.276633,67.081271,46.996,45500.066249,0.0,0.0,0.0,987.217342,11.158736,71567.60184499994,593052.897498,2284166.64661
2022-11-01,Monthly,Bank Perdagangan/Commercial Banks,221754.546644,22419.714740000003,0.262704,1112743.61017,12.298841,30564.128739,11393.832173,2113.160471,100.0,90975.490361,0.0,0.0,38.189855,1624.504516,0.015811,196149.67768499992,1689889.43271,62166.423659,3551.222167,0.0,407010.397203,20.145012,4955.785799,323.996433,20.944336,44.128442,43252.636402,0.0,0.0,0.0,599.029363,5.469872,53785.727877999976,575735.906566,2265625.339276
2022-12-01,Monthly,Bank Perdagangan/Commercial Banks,223330.461503,22260.69562,0.084374,1123007.50649,34.712487,21333.940978,15885.193872,1635.858803,30.0,93049.221774,0.0,0.0,37.181359,2312.995209,0.130964,191796.45634599988,1694714.439779,61852.579528,3372.340171,0.0,406202.866896,18.224929,3659.749052,406.294727,217.455337,41.103312,37725.703228,0.0,0.0,0.0,672.922074,392.792177,51988.19610399998,566550.227535,2261264.667314
2023-01-01,Monthly,Bank Perdagangan/Commercial Banks,227586.722891,22360.785028000002,0.343087,1140820.6851920001,122.89384,21156.609105,8535.950724,3178.864943,347.0,90529.711929,0.0,0.0,35.430677,1457.264958,0.004764,195414.08677999972,1711546.353918,62852.446667,3367.512374,0.0,402404.73393600003,33.939798,3721.01529,328.024537,224.22114,41.590312,40428.500421,0.0,0.0,0.0,541.843414,8.67466,59634.165089999966,573586.667639,2285133.021557
2023-02-01,Monthly,Bank Perdagangan/Commercial Banks,225426.568447,22189.941542,0.329067,1168076.888334,30.323235,24324.519529,14737.564119,2262.045647,225.0,91522.256126,0.0,0.0,49.286252,1737.41693,0.004814,194764.97883599976,1745347.122878,63277.897321,3340.309614,0.0,404110.23481199995,23.588188,4817.13365,328.499173,275.676225,42.741117,43891.991959,0.0,0.0,0.0,580.13612,8.143825,50725.46668199998,571421.818686,2316768.9415639997
2023-03-01,Monthly,Bank Perdagangan/Commercial Banks,226604.385855,22434.483419,0.412467,1169210.714101,25.718102,23934.310135,8274.427716,2430.838955,358.0,82121.784609,0.0,0.0,58.799712,1370.044127,0.010968,188180.6859770001,1725004.616143,63845.46374,3504.7634,0.0,402313.485371,19.634362,3736.742515,337.360364,29.503748,18.933312,45075.611662,0.0,0.0,0.0,563.712598,1.880303,46350.208779999964,565797.300155,2290801.916298
2023-04-01,Monthly,Bank Perdagangan/Commercial Banks,228667.820583,21995.664143,0.566154,1171117.7088340002,10.610785,30135.757062,9941.913259,1914.498445,458.0,78678.671953,0.0,0.0,69.31111,1491.900516,0.006714,186367.30208099974,1730849.731639,63655.454972,3229.56932,0.0,396958.297036,22.367857,3521.699956,374.488113,31.097352,18.272581,45160.113947,0.0,0.0,0.0,712.949445,6.360381,48648.235028,562338.905988,2293188.637627
2023-05-01,Monthly,Bank Perdagangan/Commercial Banks,229885.482092,22116.325461,0.200719,1172455.589036,0.254026,30506.50796,11645.833777,2771.127453,420.0,80822.920709,0.0,0.0,83.299344,1536.844277,0.188772,197035.703385,1749280.277011,64102.804048,3297.523383,0.0,405046.072181,20.941432,4556.180521,228.175942,232.580164,19.368003,46809.161022,0.0,0.0,0.0,514.553575,3.221221,51310.87786599992,576141.459358,2325421.736369
2023-06-01,Monthly,Bank Perdagangan/Commercial Banks,231428.570345,22460.265996000002,0.382505,1168903.472171,0.0,33176.948363,7856.623344,3107.654888,715.0,80558.25194,0.0,0.0,78.646318,1543.997448,0.270599,201552.7345379999,1751382.818455,62984.073067,3279.420598,0.0,402230.083193,22.995345,4395.107922,316.958447,342.348847,20.481,41457.414538,0.0,0.0,0.0,551.498724,2.682771,54067.01759499994,569670.082047,2321052.900502
2023-07-01,Monthly,Bank Perdagangan/Commercial Banks,232522.508874,22705.376441,0.288118,1157660.2613030002,0.0,29585.353814,9019.078303,3711.206908,778.0,80557.452292,0.0,0.0,92.944816,1630.612888,0.386994,198800.9119149998,1737064.382666,63587.624635,3422.5956490000003,0.0,401361.653901,17.827622,4047.809156,239.41182,76.295304,69.303441,38065.928691,0.0,0.0,0.0,528.591187,4.234398,52052.057557999935,563473.333362,2300537.7160279998
2023-08-01,Monthly,Bank Perdagangan/Commercial Banks,228749.4211,22702.527146,0.335139,1164697.3040099998,0.0,35280.580443,10977.429974,2669.71488,473.0,82261.618418,0.0,0.0,75.84296,1394.601784,0.006394,209632.5260870002,1758914.908335,64072.824823,3416.669884,0.0,406696.24909600004,125.675381,7060.539591,239.181811,265.893502,21.124,41218.486344,0.0,0.0,0.0,427.695749,3.896918,50309.86217200001,573858.099271,2332773.007606
2023-09-01,Monthly,Bank Perdagangan/Commercial Banks,230668.167962,22909.398868,0.312713,1176757.0613620002,0.0,27818.509828,10467.249474,2104.769581,691.0,97996.33595,0.0,0.0,80.92341,1554.990694,0.006394,210502.9605199999,1781551.686756,64034.946937,3364.8312140000003,0.0,411718.806963,24.875301,4715.917452,255.600323,20.954122,17.434255,45322.692808,0.0,0.0,0.0,648.107149,20.19029,53445.67456300003,583590.031377,2365141.7181329997
2023-10-01,Monthly,Bank Perdagangan/Commercial Banks,231277.290301,22714.339213000003,0.334051,1172396.5519220002,0.0,32831.027964,13007.298131,2814.754633,510.0,99256.722438,0.0,0.0,87.82682,1454.584957,0.007974,211665.56446199983,1788016.302866,64151.137806,3507.55383,0.0,416168.843341,24.668887,4993.314123,215.702979,71.78209,15.266013,48687.389546,0.0,0.0,0.0,628.063865,3.280309,54953.25213800006,593420.254927,2381436.557793
2023-11-01,Monthly,Bank Perdagangan/Commercial Banks,233983.107827,22851.575988,1.014622,1174910.5207109998,0.0,29333.476324,9180.893145,2826.801689,209.7,98342.835931,0.0,0.0,74.724318,1535.02152,0.006614,204802.93356700006,1778052.612256,65198.822886,3287.1259899999995,0.0,419361.34613200004,21.880702,4740.157906,246.061261,6.15549,13.334,42969.389918,0.0,0.0,0.0,725.279237,2.684255,51449.30620399997,588021.543981,2366074.156237
2023-12-01,Monthly,Bank Perdagangan/Commercial Banks,236008.267573,23217.763329,0.197884,1197824.026793,110.989671,25009.006048,8656.169539,2690.433325,197.0,88174.236415,0.0,0.0,83.868893,1506.107238,0.002079,202082.44503600014,1785560.513823,65446.534947,3200.286287,0.0,418358.350498,17.35661,4018.022256,233.138071,7.247486,13.915,42968.095197,0.0,0.0,0.0,763.514118,1.784155,50148.56402900011,585176.808654,2370737.322477
2024-01-01,Monthly,Bank Perdagangan/Commercial Banks,240859.86047,23294.072615,0.092725,1197203.078459,0.0,32545.908674,15595.236447,2776.436983,428.0,96599.012787,0.0,0.0,61.905368,1728.01732,0.109749,208096.45505500003,1819188.186652,66061.84982,3484.377081,0.0,414390.370491,16.711094,5252.92879,256.131403,54.3079,14.98,43323.079682,0.0,0.0,0.0,759.044157,9.814259,48820.60149999992,582444.196177,2401632.3828290002
2024-02-01,Monthly,Bank Perdagangan/Commercial Banks,237321.155566,23640.88791,0.60377,1200241.988439,0.0,29069.808322,17574.959031,3628.837673,839.0,98737.01648,0.0,0.0,52.137036,1500.403177,0.199749,215459.88166100008,1828066.878814,66486.435014,3406.434623,0.0,422122.559705,17.858663,4330.92621,222.969308,58.503076,14.873,40072.421798,0.0,0.0,0.0,552.014291,4.563246,49613.47248600001,586903.03142,2414969.910234
2024-03-01,Monthly,Bank Perdagangan/Commercial Banks,236910.740992,23858.249095,0.512548,1207552.4807079998,5325.447674,31593.742273,14390.821313,3504.906502,342.0,82156.835403,0.0,0.0,92.450685,1903.194994,0.003079,207550.21911899993,1815181.604385,67243.840955,3338.804419,0.0,421247.05486000003,1292.11373,4549.470319,237.57216,106.769914,14.625841,41694.654572,0.0,0.0,0.0,698.306303,11.389957,49495.51362699999,589930.116657,2405111.7210419998
2024-04-01,Monthly,Bank Perdagangan/Commercial Banks,237991.984437,24043.411734,0.107802,1208913.996528,1192.859,29250.97654,13378.216455,4126.62601,447.0,81867.92867,0.0,0.0,56.102769,1649.515334,0.003415,211270.7549129999,1814189.483607,66555.94084,3392.4628,0.0,415950.20137900003,25.665779,4318.862996,231.489187,15.49004,15.678836,41555.261962,0.0,0.0,0.0,611.912782,5.266512,48542.554249999965,581220.787363,2395410.27097
2024-05-01,Monthly,Bank Perdagangan/Commercial Banks,239489.448612,24102.498426000002,0.496013,1215794.9947560001,0.0,29971.565705,10655.069967,3730.124501,190.0,80061.32774,0.0,0.0,57.497309,1532.814238,0.003785,206372.73733100013,1811958.578383,66535.043407,3408.1882530000003,0.0,417965.36993100005,17.124981,6800.837795,250.438572,20.291612,73.531692,44036.075302,0.0,0.0,0.0,554.826487,11.209215,47267.90285799985,586940.840105,2398899.418488
2024-06-01,Monthly,Bank Perdagangan/Commercial Banks,241213.716978,23820.593877000003,0.664172,1221417.2834019999,1823.387325,29773.917727,10644.104188,2928.698014,273.0,86644.643053,0.0,0.0,96.890028,1614.182129,0.003415,207292.58054400005,1827543.664852,65577.611355,3379.491739,0.0,414884.59779599996,724.154471,6052.688702,242.721513,75.324595,62.344,51075.637849,0.0,0.0,0.0,553.902942,0.962303,46205.667420000056,588835.104685,2416378.769537
2024-07-01,Monthly,Bank Perdagangan/Commercial Banks,243080.565567,24368.744683999998,0.105717,1209795.7711069998,5375.214,31962.669463,11713.328758,3217.303863,530.0,91238.693573,0.0,0.0,56.956721,1791.672513,0.149415,207732.2105430001,1830863.385924,66298.801471,3369.642625,0.0,411060.43029000005,23.099789,6687.852583,300.917413,24.085615,8.802,48873.858265,0.0,0.0,0.0,582.900729,2.484274,50604.655790000004,587837.530844,2418700.916768
2024-08-01,Monthly,Bank Perdagangan/Commercial Banks,238204.149849,24389.905475000003,0.261146,1204531.583183,345.5824,33671.736842,14023.194775,2111.083927,486.0,91165.821254,0.0,0.0,44.034148,1608.171686,0.173415,225278.31535100017,1835860.013451,66588.380902,3413.917565,0.0,403366.49057799997,15.464922,8782.971195,237.662365,230.001004,6.647,43867.541658,0.0,0.0,0.0,611.409201,1.587995,62645.90105000004,589767.975435,2425627.988886
2024-09-01,Monthly,Bank Perdagangan/Commercial Banks,238611.149172,24480.659233,0.634777,1214741.0745980002,0.0,30722.984905,12559.325486,1425.408621,279.0,79980.591609,0.0,0.0,54.19589,1781.2398,0.149415,224449.39070000005,1829085.804206,67250.238244,3382.3913700000003,0.0,400427.00083499996,18.180582,5521.428823,247.582171,9.011016,6.918,42482.174385,0.0,0.0,0.0,1221.802917,1.64525,71599.55254299997,592167.926136,2421253.730342
2024-10-01,Monthly,Bank Perdagangan/Commercial Banks,239474.471996,24609.607513,0.473216,1211625.489029,0.0,29304.907776,14439.820886,2171.836046,416.0,92491.649507,0.0,0.0,41.089591,1661.141214,0.188275,204733.91468599983,1820970.589735,67024.81674,3318.327372,0.0,409413.60114499996,19.432339,4511.195075,519.345219,24.931246,2.21,49088.924203,0.0,0.0,0.0,553.894947,1.622114,50021.10836400008,584499.408764,2405469.998499
2024-11-01,Monthly,Bank Perdagangan/Commercial Banks,241527.81283,24517.674532999998,0.78449,1215715.967052,0.0,27290.987271,16018.349673,2620.298204,364.0,95688.904975,0.0,0.0,46.93027,1821.743343,0.102485,199238.92271400001,1824852.47784,67670.431101,3302.8258129999995,0.0,411799.87838400004,15.541996,6699.544637,243.834943,77.057922,0.0,47006.168372,0.0,0.0,0.0,648.300453,1.700497,47014.706139999966,584479.990258,2409332.468098
2024-12-01,Monthly,Bank Perdagangan/Commercial Banks,243209.658169,24060.387378,1.537087,1229584.2634140002,0.0,26939.578604,21338.585983,1962.649264,76.0,95518.954405,0.0,0.0,33.440965,1603.24074,0.100336,198381.579071,1842709.975416,67998.827811,3347.718351,0.0,412840.479389,16.881346,6283.703321,365.325566,14.571619,0.0,44443.758137,0.0,0.0,0.0,641.581002,1.168078,44871.82972900007,580825.844349,2423535.819765
2025-01-01,Monthly,Bank Perdagangan/Commercial Banks,247455.70013,24292.898838,0.075901,1231367.858213,0.0,29578.153235,22240.496355,2456.810788,662.0,89989.036558,0.0,0.0,36.071508,1522.05496,0.100706,198923.95107400004,1848525.208266,68669.108407,3241.053197,0.0,411042.779755,20.432674,6211.346487,422.673715,11.435585,0.0,43554.439612,0.0,0.0,0.0,510.183144,8.376911,44078.26951699991,577770.099004,2426295.3072699998
